Rok,RID,NAZEV,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných
2001,22340,Fakulta chemicko-inženýrská,2,1,2,1,0,0,0,0
2001,22900,celoškolská pracoviště,48,47,48,47,47,47,45,45
2001,23000,Západočeská univerzita v Plzni,5096,4240,4563,3812,1694,1656,1258,1251
2001,23210,Fakulta strojní,152,130,152,130,129,129,91,91
2001,23220,Fakulta elektrotechnická,87,65,87,65,50,50,47,47
2001,23320,Fakulta právnická,1223,1055,1223,1055,102,102,88,88
2001,23330,Fakulta humanitních studií,1461,1238,1423,1208,693,680,495,493
2001,23420,Fakulta pedagogická,1069,889,1069,889,284,284,228,228
2001,23510,Fakulta ekonomická,865,669,858,664,396,394,282,281
2001,23520,Fakulta aplikovaných věd,239,194,192,158,40,40,27,27
2001,24000,Technická univerzita v Liberci,1556,1302,1498,1258,585,567,464,463
2001,24210,Fakulta strojní,156,121,156,121,94,94,75,75
2001,24310,Hospodářská fakulta,121,95,121,95,23,23,0,0
2001,24410,Fakulta textilní,561,471,519,436,253,236,186,185
2001,24510,Fakulta přírodovědně-humanitní a pedagogická,718,615,717,614,215,215,203,203
2001,25000,Univerzita Pardubice,5267,3701,3947,2870,1731,1376,1087,845
2001,25210,Fakulta humanitních studií,2250,1458,1030,694,648,314,468,230
2001,25310,Fakulta chemicko-technologická,715,414,709,412,286,284,128,126
2001,25410,Fakulta ekonomicko-správní,1984,1563,1969,1550,576,571,315,315
2001,25510,Dopravní fakulta Jana Pernera,236,184,236,184,159,159,120,120
2001,25900,celoškolská pracoviště,82,82,82,82,62,62,56,56
2001,26000,Vysoké učení technické v Brně,3289,2843,3242,2807,908,905,631,631
2001,26210,Fakulta strojní,603,515,600,515,467,467,355,355
2001,26310,Fakulta chemická,68,53,68,53,38,38,33,33
2001,26410,Fakulta architektury,385,346,385,346,80,80,72,72
2001,26420,Fakulta výtvarných umění,497,437,494,435,28,28,25,25
2001,26510,Fakulta podnikatelská,1736,1492,1734,1490,295,295,146,146
2001,27000,Vysoká škola báňská - Technická univerzita Ostrava,2820,2000,2727,1949,1484,1473,1311,1304
2001,27230,Fakulta strojní,1132,637,1130,637,628,628,591,591
2001,27240,Fakulta elektrotechniky a informatiky,37,26,37,26,23,23,23,23
2001,27350,Hornicko-geologická fakulta,647,502,641,498,385,385,320,320
2001,27360,Fakulta metalurgie a materiálového inženýrství,121,118,121,118,106,106,91,91
2001,27510,Ekonomická fakulta,883,717,866,706,342,342,286,286
2001,28000,Univerzita Tomáše Bati ve Zlíně,3732,3040,3372,2766,1446,1424,1116,1114
2001,28110,Fakulta technologická,1335,1119,1308,1103,754,752,564,564
2001,28120,Fakulta managementu a ekonomiky,2397,1921,2202,1754,692,689,552,550
2001,31000,Vysoká škola ekonomická v Praze,5914,4945,5904,4939,2070,2070,1667,1667
2001,31110,Fakulta financí a účetnictví,317,262,316,262,97,97,96,96
2001,31120,Fakulta mezinárodních vztahů,1135,968,1135,968,477,477,475,475
2001,31130,Fakulta podnikohospodářská,2110,1771,2108,1771,538,538,538,538
2001,31140,Fakulta informatiky a statistiky,1139,970,1137,969,560,560,558,558
2001,31160,Fakulta managementu v Jindřichůvě Hradci,1213,974,1208,969,398,398,0,0
2001,41000,Česká zemědělská univerzita v Praze,727,611,705,598,379,375,283,283
2001,41210,Agronomická fakulta,606,516,588,505,301,298,229,229
2001,41410,Lesnická fakulta,121,95,120,94,78,77,54,54
2001,43000,Mendelova zemědělská a lesnická univerzita v Brně,3597,2966,3361,2769,1019,971,672,671
2001,43110,Provozně ekonomická fakulta,3323,2776,3092,2582,882,834,567,566
2001,43210,Agronomická fakulta,108,90,108,90,73,73,51,51
2001,43410,Lesnická a dřevařská fakulta,19,0,19,0,0,0,0,0
2001,43510,Zahradnická fakulta (Lednice),147,100,147,100,64,64,54,54
2001,51000,Akademie múzických umění v Praze,1062,918,1002,879,153,152,153,152
2001,51110,Hudební fakulta,330,266,310,254,85,84,85,84
2001,51210,Divadelní fakulta,192,161,183,155,20,20,20,20
2001,51310,Filmová a televizní fakulta,540,491,524,477,48,48,48,48
2001,54000,Janáčkova akademie múzických umění v Brně,36,24,32,23,15,15,15,15
2001,54510,Hudební fakulta,19,8,15,7,4,4,4,4
2001,54530,Divadelní fakulta,17,16,17,16,11,11,11,11
2001,61000,"Bankovní institut vysoká škola, a.s.",271,240,267,238,236,234,183,182
2001,62000,"EPI, s.r.o.",384,328,383,328,317,317,266,266
2001,63000,"Vysoká škola hotelová v Praze, s.r.o.",292,292,277,277,168,158,168,158
2001,64000,"Vysoká škola finanční a správní, o.p.s.",652,539,647,538,539,538,459,459
2001,65000,"Vysoká škola Karlovy Vary, o.p.s.",265,226,261,222,217,213,165,162
2001,66000,"ŠKODA AUTO VŠ, a.s.",245,207,242,204,121,120,79,78
2001,67000,"Literární akademie, s.r.o.",46,29,46,29,29,29,29,29
2001,68000,"Vysoká škola podnikání, a.s.",471,471,430,430,471,430,471,430
2001,69000,"Institut restaurování a konzervačních technik, o.p.s.",33,25,32,24,12,11,12,11
2001,70000,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o",65,47,64,46,47,46,34,33
2001,71000,"Soukromá vysoká škola ekonomických studií, s. r. o.",257,166,254,165,166,165,166,165
2001,72000,"Vysoká škola obchodní v Praze, o.p.s.",103,102,103,102,96,96,87,87
2001,73000,"Akademie STING, o.p.s",264,228,258,225,227,224,204,204
2001,74000,"Pražský technologický institut, o.p.s.",14,14,12,12,14,12,14,12
2001,75000,"Vysoká škola veřejné správy a mezinárodních vztahů, o.p.s.",35,35,34,34,35,34,35,34
2001,76000,Vysoká škola Jana Amose Komenského s.r.o.,167,167,167,167,167,167,167,167
2001,77000,"Vysoká škola Karla Engliše, a. s.",98,98,97,97,98,97,98,97
2001,78000,"Anglo-americká vysoká škola, o.p.s.",60,59,57,56,59,56,55,52
2002,00000,všechny veřejné a soukromé VŠ,103391,86006,70151,61598,38405,33318,29236,28253
2002,11000,Univerzita Karlova v Praze,8910,7578,7624,6610,2213,2105,1716,1678
2002,11110,1. lékařská fakulta,425,343,423,342,148,148,148,148
2002,11120,3. lékařská fakulta,341,244,333,238,96,94,69,69
2002,11130,2. lékařská fakulta,405,319,402,318,56,56,49,49
2002,11140,Lékařská fakulta Plzeň,586,525,582,523,82,82,74,74
2002,11150,Lékařská fakulta Hradec Králové,254,201,254,201,64,64,62,62
2002,11210,Filozofická fakulta,1205,1034,1179,1016,197,195,197,195
2002,11230,Fakulta sociálních věd,2263,1922,2135,1810,350,341,335,327
2002,11240,Fakulta humanitních studií,1673,1580,1667,1576,515,515,250,250
2002,11270,Evangelická teologická fakulta,131,112,130,112,80,80,77,77
2002,11280,Husitská teologická fakulta,43,41,41,39,34,33,34,33
2002,11310,Přírodovědecká fakulta,471,372,453,358,244,236,130,129
2002,11320,Matematicko-fyzikální fakulta,280,205,266,196,118,113,77,77
2002,11410,Pedagogická fakulta,225,198,222,195,91,88,84,81
2002,11510,Fakulta tělesné výchovy a sportu,608,482,601,477,138,138,130,130
2002,12000,Jihočeská univerzita v Českých Budějovicích,3080,2444,3002,2383,1056,1038,714,711
2002,12110,Fakulta zdravotně sociální,510,420,502,414,219,216,184,184
2002,12220,Zemědělská fakulta,619,557,615,553,256,255,129,129
2002,12260,Fakulta teologická,151,133,144,127,93,90,91,88
2002,12310,Biologická fakulta,567,348,563,344,148,145,81,81
2002,12410,Pedagogická fakulta,1233,986,1222,977,340,338,229,229
2002,13000,Univerzita J. E. Purkyně v Ústí nad Labem,3981,3281,3723,3073,1720,1681,1270,1259
2002,13430,Fakulta pedagogická,687,545,658,520,339,334,261,260
2002,13510,Fakulta sociálně ekonomická,2230,1823,2126,1737,841,833,562,561
2002,13520,Fakulta životního prostředí,442,362,436,356,324,321,260,259
2002,13530,Fakulta umění a designu,348,304,348,304,42,42,39,39
2002,13900,celoškolská pracoviště,274,247,272,245,174,172,148,146
2002,14000,Masarykova univerzita,18814,15450,16252,13597,5189,4881,3922,3837
2002,14110,Lékařská fakulta,1407,1152,1374,1133,250,250,153,153
2002,14210,Filozofická fakulta,3486,2574,3439,2553,1527,1520,1173,1172
2002,14220,Právnická fakulta,1189,1030,1029,889,240,226,225,224
2002,14230,Fakulta sociálních studií,4171,3672,4073,3586,486,474,391,386
2002,14310,Přírodovědecká fakulta,1041,942,884,799,419,372,206,198
2002,14330,Fakulta informatiky,1383,1097,1286,1023,738,693,446,444
2002,14410,Pedagogická fakulta,2128,1862,1994,1741,498,484,426,421
2002,14510,Fakulta sportovních studií,1686,1264,1452,1124,323,304,276,265
2002,14560,Fakulta ekonomicko-správní,2323,1857,2270,1832,708,702,626,625
2002,15000,Univerzita Palackého v Olomouci,4377,3636,4201,3525,1224,1209,982,975
2002,15110,Lékařská fakulta,964,721,956,717,141,140,116,116
2002,15210,Filozofická fakulta,1281,1039,1248,1020,330,329,285,285
2002,15260,Cyrilometodějská teologická fakulta,241,221,240,220,123,122,105,104
2002,15310,Přírodovědecká fakulta,582,499,574,498,312,311,185,185
2002,15410,Pedagogická fakulta,926,818,893,789,146,142,133,129
2002,15510,Fakulta tělesné kultury,383,338,360,324,172,169,158,157
2002,16000,Veterinární a farmaceutická univerzita Brno,225,166,225,166,92,92,49,49
2002,16270,Fakulta veterinární hygieny a ekologie,225,166,225,166,92,92,49,49
2002,17000,Ostravská univerzita v Ostravě,4306,3671,4141,3546,1169,1148,894,892
2002,17110,Fakulta zdravotnických studií,847,710,805,677,276,271,217,217
2002,17250,Filozofická fakulta,1274,1045,1262,1037,271,271,167,167
2002,17310,Přírodovědecká fakulta,538,408,529,400,288,282,183,183
2002,17450,Pedagogická fakulta,1647,1508,1607,1473,334,332,327,325
2002,18000,Univerzita Hradec Králové,5579,4211,5086,3881,991,961,693,688
2002,18440,Pedagogická fakulta,3019,2495,2662,2220,506,489,424,419
2002,18450,Fakulta informatiky a managementu,2560,1716,2465,1687,485,473,269,269
2002,19000,Slezská univerzita v Opavě,2151,1667,2089,1632,631,626,480,478
2002,19240,Filozoficko-přírodovědecká fakulta,1464,1175,1429,1156,407,404,327,325
2002,19520,Obchodně podnikatelská fakulta v Karviné,653,469,653,469,202,202,137,137
2002,19900,celoškolská pracoviště,34,23,34,23,22,22,16,16
2002,21000,České vysoké učení technické v Praze,2197,1912,2107,1842,1123,1093,885,872
2002,21220,Fakulta strojní,394,348,394,348,313,313,263,263
2002,21230,Fakulta elektrotechnická,641,522,640,522,289,289,200,200
2002,21260,Fakulta dopravní,212,149,210,149,83,83,61,61
2002,21340,Fakulta jaderná a fyzikálně inženýrská,261,243,256,238,220,215,155,153
2002,21450,Fakulta architektury,689,650,660,623,218,208,206,197
2002,22000,Vysoká škola chemicko-technologická v Praze,165,119,154,114,98,98,85,85
2002,22310,Fakulta chemické technologie,40,29,39,29,24,24,18,18
2002,22320,Fakulta technologie ochrany prostředí,26,11,24,11,0,0,0,0
2002,22330,Fakulta potravinářské a biochemické technologie,60,42,59,42,38,38,31,31
2002,22340,Fakulta chemicko-inženýrská,3,1,3,1,0,0,0,0
2002,22900,celoškolská pracoviště,36,36,36,36,36,36,36,36
2002,23000,Západočeská univerzita v Plzni,6258,5301,5450,4636,2531,2400,1901,1885
2002,23210,Fakulta strojní,147,119,147,119,114,114,70,70
2002,23220,Fakulta elektrotechnická,543,511,543,511,465,465,453,453
2002,23320,Fakulta právnická,1099,971,1098,970,77,77,67,67
2002,23330,Fakulta humanitních studií,2212,1832,2065,1710,960,913,646,641
2002,23420,Fakulta pedagogická,1006,860,962,832,345,342,286,285
2002,23510,Fakulta ekonomická,971,777,967,773,424,421,321,321
2002,23520,Fakulta aplikovaných věd,280,231,225,183,146,115,58,58
2002,24000,Technická univerzita v Liberci,1498,1239,1443,1206,602,593,479,478
2002,24210,Fakulta strojní,237,185,237,185,173,173,120,120
2002,24310,Hospodářská fakulta,11,11,11,11,8,8,8,8
2002,24410,Fakulta textilní,619,502,577,478,232,225,180,179
2002,24510,Fakulta přírodovědně-humanitní a pedagogická,631,541,625,537,189,189,171,171
2002,25000,Univerzita Pardubice,3681,2920,3548,2805,1717,1683,1176,1168
2002,25210,Fakulta humanitních studií,851,725,814,692,280,275,193,193
2002,25310,Fakulta chemicko-technologická,592,328,588,325,307,306,169,169
2002,25410,Fakulta ekonomicko-správní,1550,1284,1528,1262,654,647,422,420
2002,25510,Dopravní fakulta Jana Pernera,356,298,353,295,259,257,226,226
2002,25900,celoškolská pracoviště,332,285,332,285,217,217,166,166
2002,26000,Vysoké učení technické v Brně,7496,6522,6116,5276,3207,3121,1960,1958
2002,26210,Fakulta strojní,712,552,712,552,500,500,376,376
2002,26220,Fakulta elektrotechniky a komunikačních technologií,2245,2033,2224,2022,1702,1699,811,811
2002,26230,Fakulta informačních technologií,1952,1720,1949,1718,407,407,293,293
2002,26310,Fakulta chemická,73,58,73,58,45,45,34,34
2002,26410,Fakulta architektury,347,315,347,315,96,96,86,86
2002,26420,Fakulta výtvarných umění,432,367,430,365,40,40,38,38
2002,26510,Fakulta podnikatelská,1735,1477,1734,1477,417,417,322,322
2002,27000,Vysoká škola báňská - Technická univerzita Ostrava,3581,3093,3416,2973,2477,2443,1792,1789
2002,27200,Fakulta bezpečnostního inženýrství,47,37,46,37,32,32,30,30
2002,27230,Fakulta strojní,1202,1048,1202,1048,1038,1038,735,735
2002,27240,Fakulta elektrotechniky a informatiky,20,15,20,15,14,14,14,14
2002,27350,Hornicko-geologická fakulta,877,730,836,698,569,566,465,465
2002,27360,Fakulta metalurgie a materiálového inženýrství,172,170,172,170,167,167,134,134
2002,27510,Ekonomická fakulta,1263,1093,1247,1077,657,653,414,414
2002,28000,Univerzita Tomáše Bati ve Zlíně,5294,4363,5077,4210,1906,1873,1420,1415
2002,28110,Fakulta technologická,2180,1971,2156,1951,981,973,672,669
2002,28120,Fakulta managementu a ekonomiky,2525,1878,2482,1851,788,784,619,619
2002,28130,Fakulta multimediálních komunikací,589,514,581,510,137,137,129,129
2002,31000,Vysoká škola ekonomická v Praze,7671,6278,7477,6136,2817,2793,2320,2319
2002,31110,Fakulta financí a účetnictví,1567,1359,1565,1357,510,509,508,507
2002,31120,Fakulta mezinárodních vztahů,1159,933,1157,931,521,520,519,519
2002,31130,Fakulta podnikohospodářská,1969,1612,1969,1612,566,566,564,564
2002,31140,Fakulta informatiky a statistiky,1845,1486,1713,1387,761,742,729,729
2002,31160,Fakulta managementu v Jindřichůvě Hradci,1131,888,1131,888,459,459,0,0
2002,41000,Česká zemědělská univerzita v Praze,3159,2691,2896,2501,1444,1369,1444,1369
2002,41110,Provozně ekonomická fakulta,1258,1078,1218,1043,296,291,296,291
2002,41210,Agronomická fakulta,1615,1364,1438,1246,963,904,963,904
2002,41310,Technická fakulta,72,65,70,63,56,55,56,55
2002,41410,Lesnická fakulta,214,184,196,168,129,121,129,121
2002,43000,Mendelova zemědělská a lesnická univerzita v Brně,4787,3982,4333,3592,1830,1675,1252,1245
2002,43110,Provozně ekonomická fakulta,3191,2652,2992,2470,914,852,602,601
2002,43210,Agronomická fakulta,166,131,166,131,108,108,75,75
2002,43410,Lesnická a dřevařská fakulta,820,668,757,620,499,464,341,340
2002,43510,Zahradnická fakulta (Lednice),610,531,497,431,309,278,234,234
2002,51000,Akademie múzických umění v Praze,1070,941,987,883,148,143,145,140
2002,51110,Hudební fakulta,266,231,245,214,67,64,65,62
2002,51210,Divadelní fakulta,246,197,231,188,23,22,23,22
2002,51310,Filmová a televizní fakulta,558,513,540,498,58,57,57,56
2002,54000,Janáčkova akademie múzických umění v Brně,71,68,66,64,22,22,20,20
2002,54510,Hudební fakulta,17,17,13,13,7,7,6,6
2002,54530,Divadelní fakulta,54,51,53,51,15,15,14,14
2002,61000,"Bankovní institut vysoká škola, a.s.",201,166,196,165,165,164,138,138
2002,62000,"EPI, s.r.o.",294,260,293,260,254,254,217,217
2002,63000,"Vysoká škola hotelová v Praze, s.r.o.",345,345,340,340,345,340,345,340
2002,64000,"Vysoká škola finanční a správní, o.p.s.",760,675,757,673,674,672,518,516
2002,65000,"Vysoká škola Karlovy Vary, o.p.s.",285,242,273,234,224,218,179,175
2002,66000,"ŠKODA AUTO VŠ, a.s.",196,169,196,169,129,129,93,93
2002,67000,"Literární akademie, s.r.o.",7,0,6,0,0,0,0,0
2002,68000,"Vysoká škola podnikání, a.s.",429,429,422,422,429,422,340,337
2002,69000,"Institut restaurování a konzervačních technik, o.p.s.",55,51,54,50,16,15,15,14
2002,6A000,"Vysoká škola aplikovaného práva, s.r.o.",235,235,233,233,189,188,189,188
2002,6C000,"Vysoká škola v Plzni, o.p.s.",154,128,154,128,125,125,109,109
2002,6D000,"University of New York in Prague, s.r.o",42,42,41,41,40,39,32,31
2002,6E000,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",91,69,91,69,65,65,49,49
2002,6F000,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",122,101,118,98,95,94,70,69
2002,6H000,"Středočeský vysokoškolský institut, s.r.o.",119,107,115,103,101,98,90,87
2002,70000,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o",43,28,43,28,27,27,19,19
2002,71000,"Soukromá vysoká škola ekonomických studií, s. r. o.",248,166,237,164,166,164,166,164
2002,72000,"Vysoká škola obchodní v Praze, o.p.s.",195,170,195,170,154,154,122,122
2002,73000,"Akademie STING, o.p.s",274,195,268,191,195,191,177,174
2002,74000,"Pražský technologický institut, o.p.s.",49,40,46,39,40,39,24,23
2002,75000,"Vysoká škola veřejné správy a mezinárodních vztahů, o.p.s.",110,110,106,106,68,66,68,66
2002,76000,Vysoká škola Jana Amose Komenského s.r.o.,511,511,497,497,492,478,492,478
2002,77000,"Vysoká škola Karla Engliše, a. s.",138,106,138,106,99,99,95,95
2002,78000,"Anglo-americká vysoká škola, o.p.s.",77,74,67,64,74,64,67,59
2002,79000,"Pražská vysoká škola psychosociálních studií, s.r.o.",60,54,60,54,32,32,23,23
2003,00000,všechny veřejné a soukromé VŠ,154173,127674,92884,82979,62696,49831,44945,43430
2003,11000,Univerzita Karlova v Praze,14409,11616,11952,9762,4605,4108,3352,3279
2003,11110,1. lékařská fakulta,537,432,532,429,137,136,108,108
2003,11120,3. lékařská fakulta,450,320,432,309,130,127,96,96
2003,11130,2. lékařská fakulta,505,309,504,309,34,34,29,29
2003,11140,Lékařská fakulta Plzeň,388,309,388,309,50,50,45,45
2003,11150,Lékařská fakulta Hradec Králové,339,282,339,282,65,65,61,61
2003,11160,Farmaceutická fakulta Hradec Králové,141,122,141,122,101,101,68,68
2003,11210,Filozofická fakulta,1893,1601,1814,1539,271,269,234,233
2003,11230,Fakulta sociálních věd,2407,2063,2220,1912,434,417,350,342
2003,11240,Fakulta humanitních studií,1312,1104,1310,1103,616,616,528,528
2003,11260,Katolická teologická fakulta,210,177,196,166,127,126,116,115
2003,11270,Evangelická teologická fakulta,111,92,109,91,73,72,68,67
2003,11280,Husitská teologická fakulta,89,74,87,73,52,51,51,51
2003,11310,Přírodovědecká fakulta,3295,2559,2671,2012,1220,990,689,686
2003,11320,Matematicko-fyzikální fakulta,1779,1424,1668,1328,1031,954,658,643
2003,11410,Pedagogická fakulta,334,283,334,283,146,146,139,139
2003,11510,Fakulta tělesné výchovy a sportu,619,465,616,465,118,118,112,112
2003,12000,Jihočeská univerzita v Českých Budějovicích,5220,4209,4719,3810,1813,1744,1258,1246
2003,12110,Fakulta zdravotně sociální,1713,1413,1494,1221,537,513,434,433
2003,12220,Zemědělská fakulta,1138,982,1130,975,481,480,290,290
2003,12260,Fakulta teologická,386,335,375,328,145,144,134,134
2003,12310,Biologická fakulta,747,475,714,446,196,185,113,109
2003,12410,Pedagogická fakulta,1191,969,1163,949,424,421,259,259
2003,12900,celoškolská pracoviště,45,35,45,35,30,30,28,28
2003,13000,Univerzita J. E. Purkyně v Ústí nad Labem,4586,3668,4283,3441,1963,1889,1456,1448
2003,13430,Fakulta pedagogická,914,699,883,680,405,394,307,305
2003,13510,Fakulta sociálně ekonomická,2333,1850,2255,1791,838,831,600,599
2003,13520,Fakulta životního prostředí,716,564,666,519,498,464,348,348
2003,13530,Fakulta umění a designu,377,337,377,337,41,41,36,36
2003,13900,celoškolská pracoviště,246,218,245,217,181,181,165,165
2003,14000,Masarykova univerzita,30070,27059,23528,21185,8522,7327,5369,5096
2003,14110,Lékařská fakulta,1490,1204,1405,1126,285,271,193,193
2003,14210,Filozofická fakulta,5818,5235,5100,4583,2314,2081,1491,1435
2003,14220,Právnická fakulta,2286,2144,2037,1902,300,271,227,223
2003,14230,Fakulta sociálních studií,4796,4428,4603,4249,721,696,561,555
2003,14310,Přírodovědecká fakulta,3486,3124,3082,2754,1549,1391,714,689
2003,14330,Fakulta informatiky,1567,1327,1504,1267,850,810,473,468
2003,14410,Pedagogická fakulta,5324,4898,4860,4453,1282,1213,725,724
2003,14510,Fakulta sportovních studií,1716,1313,1476,1128,463,435,377,367
2003,14560,Fakulta ekonomicko-správní,3587,3386,3319,3121,758,708,608,599
2003,15000,Univerzita Palackého v Olomouci,8297,6602,7634,6179,2667,2555,1813,1808
2003,15110,Lékařská fakulta,1105,930,1091,919,153,152,113,113
2003,15210,Filozofická fakulta,3008,2193,2842,2109,929,903,708,706
2003,15260,Cyrilometodějská teologická fakulta,310,288,310,288,163,163,142,142
2003,15310,Přírodovědecká fakulta,2362,1885,2104,1708,1129,1061,605,603
2003,15410,Pedagogická fakulta,647,580,637,571,127,126,88,88
2003,15510,Fakulta tělesné kultury,865,726,860,724,166,166,157,157
2003,16000,Veterinární a farmaceutická univerzita Brno,277,183,277,183,118,118,75,75
2003,16270,Fakulta veterinární hygieny a ekologie,277,183,277,183,118,118,75,75
2003,17000,Ostravská univerzita v Ostravě,5752,4911,5417,4661,1741,1703,1297,1293
2003,17110,Fakulta zdravotnických studií,887,746,829,702,275,266,205,205
2003,17250,Filozofická fakulta,1193,967,1158,943,309,308,226,226
2003,17310,Přírodovědecká fakulta,1450,1178,1416,1153,681,674,418,417
2003,17450,Pedagogická fakulta,1937,1753,1898,1725,430,429,402,402
2003,17900,celoškolská pracoviště,285,267,285,267,46,46,46,46
2003,18000,Univerzita Hradec Králové,5344,4172,4910,3837,1408,1363,1033,1028
2003,18440,Pedagogická fakulta,3392,2771,3036,2492,719,694,592,587
2003,18450,Fakulta informatiky a managementu,1952,1401,1924,1378,689,671,441,441
2003,19000,Slezská univerzita v Opavě,2529,1955,2386,1880,973,966,692,692
2003,19240,Filozoficko-přírodovědecká fakulta,1568,1253,1515,1220,497,494,331,331
2003,19520,Obchodně podnikatelská fakulta v Karviné,896,654,849,640,433,433,331,331
2003,19900,celoškolská pracoviště,65,48,64,48,43,43,30,30
2003,21000,České vysoké učení technické v Praze,10351,8686,8877,7578,6631,6023,4542,4467
2003,21110,Fakulta stavební,3108,2596,3107,2596,2001,2001,1540,1540
2003,21220,Fakulta strojní,759,645,759,645,543,543,361,361
2003,21230,Fakulta elektrotechnická,3411,2868,3406,2866,2481,2479,1568,1568
2003,21260,Fakulta dopravní,1256,965,1241,957,575,572,379,379
2003,21340,Fakulta jaderná a fyzikálně inženýrská,934,807,930,806,711,710,395,395
2003,21450,Fakulta architektury,720,677,703,662,231,227,212,208
2003,21900,celoškolská pracoviště,163,128,161,128,89,89,87,87
2003,22000,Vysoká škola chemicko-technologická v Praze,248,176,242,174,160,160,141,141
2003,22310,Fakulta chemické technologie,40,23,36,22,19,19,14,14
2003,22320,Fakulta technologie ochrany prostředí,55,40,55,40,35,35,30,30
2003,22330,Fakulta potravinářské a biochemické technologie,65,43,64,43,37,37,29,29
2003,22340,Fakulta chemicko-inženýrská,5,1,5,1,0,0,0,0
2003,22900,celoškolská pracoviště,83,69,83,69,69,69,68,68
2003,23000,Západočeská univerzita v Plzni,9709,7665,7786,6220,3939,3491,2715,2673
2003,23210,Fakulta strojní,467,355,467,355,337,337,236,236
2003,23220,Fakulta elektrotechnická,1241,761,1220,740,610,610,580,580
2003,23320,Fakulta právnická,997,841,997,841,77,77,58,58
2003,23330,Fakulta humanitních studií,2905,2385,2513,2069,1153,1077,785,780
2003,23420,Fakulta pedagogická,1345,1180,1300,1142,365,364,295,294
2003,23510,Fakulta ekonomická,1148,910,1143,905,527,523,349,349
2003,23520,Fakulta aplikovaných věd,1606,1233,1080,831,870,671,412,412
2003,24000,Technická univerzita v Liberci,2478,1963,2352,1877,1083,1060,762,761
2003,24210,Fakulta strojní,330,256,329,256,222,222,143,143
2003,24220,Fakulta mechatroniky a mezioborových inženýrských studií,512,337,512,337,290,290,168,168
2003,24310,Hospodářská fakulta,56,41,56,41,16,16,5,5
2003,24410,Fakulta textilní,716,571,662,536,293,288,228,228
2003,24510,Fakulta přírodovědně-humanitní a pedagogická,629,537,626,534,206,206,176,176
2003,24520,Fakulta architektury,235,221,229,215,56,53,42,42
2003,25000,Univerzita Pardubice,6665,5089,6191,4688,2486,2426,1721,1713
2003,25210,Fakulta humanitních studií,1565,1334,1517,1298,425,422,328,327
2003,25310,Fakulta chemicko-technologická,814,420,810,419,305,304,157,157
2003,25410,Fakulta ekonomicko-správní,2133,1718,1958,1548,729,717,519,518
2003,25510,Dopravní fakulta Jana Pernera,1120,812,1120,812,706,706,526,526
2003,25900,celoškolská pracoviště,1033,805,1033,805,321,321,191,191
2003,26000,Vysoké učení technické v Brně,7449,6338,6606,5716,3416,3257,2569,2549
2003,26210,Fakulta strojní,1081,797,1075,796,743,743,629,629
2003,26220,Fakulta elektrotechniky a komunikačních technologií,2216,2188,2213,2188,1483,1483,1081,1081
2003,26230,Fakulta informačních technologií,1661,1307,1661,1307,640,640,414,414
2003,26310,Fakulta chemická,192,131,191,131,115,115,95,95
2003,26410,Fakulta architektury,401,358,397,354,91,91,74,74
2003,26420,Fakulta výtvarných umění,445,402,445,402,34,34,34,34
2003,26510,Fakulta podnikatelská,1453,1155,1451,1153,310,310,242,242
2003,27000,Vysoká škola báňská - Technická univerzita Ostrava,8228,6536,7501,6063,5367,5084,3828,3802
2003,27120,Fakulta stavební,1426,1076,1406,1062,881,874,534,534
2003,27200,Fakulta bezpečnostního inženýrství,912,676,909,676,492,492,381,381
2003,27230,Fakulta strojní,1470,1241,1468,1240,1223,1223,944,944
2003,27240,Fakulta elektrotechniky a informatiky,1617,1139,1612,1135,918,914,678,678
2003,27350,Hornicko-geologická fakulta,761,636,747,627,550,543,423,421
2003,27360,Fakulta metalurgie a materiálového inženýrství,380,367,378,365,358,357,289,289
2003,27510,Ekonomická fakulta,1662,1401,1631,1375,945,933,579,578
2003,28000,Univerzita Tomáše Bati ve Zlíně,5573,4410,5369,4270,2463,2428,1848,1845
2003,28110,Fakulta technologická,2564,2132,2550,2123,1511,1509,1126,1125
2003,28120,Fakulta managementu a ekonomiky,2297,1663,2258,1632,783,774,571,571
2003,28130,Fakulta multimediálních komunikací,712,615,706,610,169,169,151,151
2003,31000,Vysoká škola ekonomická v Praze,9189,7442,8384,6844,3137,2984,2464,2425
2003,31110,Fakulta financí a účetnictví,1848,1477,1846,1475,579,578,563,562
2003,31120,Fakulta mezinárodních vztahů,1660,1427,1660,1427,576,576,509,509
2003,31130,Fakulta podnikohospodářská,2316,1912,2311,1908,668,667,472,472
2003,31140,Fakulta informatiky a statistiky,1922,1545,1807,1461,836,829,623,619
2003,31150,Národohospodářská fakulta,309,254,309,254,144,144,105,105
2003,31160,Fakulta managementu v Jindřichůvě Hradci,1134,827,1133,826,334,334,192,192
2003,41000,Česká zemědělská univerzita v Praze,4145,3355,3781,3107,2049,1923,1469,1455
2003,41110,Provozně ekonomická fakulta,1775,1376,1723,1342,582,575,381,380
