Rok,RID,NAZEV,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných
2013,16270,Fakulta veterinární hygieny a ekologie,570,533,515,486,284,268,163,162
2013,17000,Ostravská univerzita v Ostravě,11164,10165,8316,7611,2836,2769,2781,2732
2013,17110,Lékařská fakulta,1520,1239,1266,1005,336,327,308,308
2013,17200,Fakulta sociálních studií,1091,1047,998,956,175,173,172,170
2013,17250,Filozofická fakulta,2799,2343,2341,1945,691,685,691,685
2013,17310,Přírodovědecká fakulta,1540,1365,1314,1178,662,655,645,641
2013,17450,Pedagogická fakulta,3949,3949,3290,3290,878,868,877,867
2013,17500,Fakulta umění,265,222,253,212,94,94,88,88
2013,18000,Univerzita Hradec Králové,10319,8457,7606,6419,3535,3107,2388,2360
2013,18440,Pedagogická fakulta,5176,4163,3967,3233,1089,966,820,810
2013,18450,Fakulta informatiky a managementu,2553,2238,2269,2007,1353,1259,841,838
2013,18460,Filozofická fakulta,1007,821,917,754,530,492,352,350
2013,18470,Přírodovědecká fakulta,619,483,565,445,307,288,193,190
2013,18900,celoškolská pracoviště,964,752,827,633,256,209,182,182
2013,19000,Slezská univerzita v Opavě,5099,4427,4441,3910,3080,2860,2512,2496
2013,19240,Filozoficko-přírodovědecká fakulta,1445,1323,1290,1193,728,725,716,713
2013,19510,Fakulta veřejných politik,1368,1262,1283,1187,618,592,475,472
2013,19520,Obchodně podnikatelská fakulta v Karviné,2081,1637,1875,1479,1625,1468,1212,1208
2013,19900,celoškolská pracoviště,205,205,194,194,109,109,109,109
2013,21000,České vysoké učení technické v Praze,11062,9594,9050,8041,7054,6255,5511,5450
2013,21110,Fakulta stavební,2185,1732,1855,1442,1506,1306,1102,1101
2013,21220,Fakulta strojní,1301,966,1268,959,919,913,718,718
2013,21230,Fakulta elektrotechnická,1430,1220,1279,1087,821,758,645,642
2013,21240,Fakulta informačních technologií,1634,1634,1628,1628,804,802,683,683
2013,21260,Fakulta dopravní,973,939,959,927,756,750,500,500
2013,21340,Fakulta jaderná a fyzikálně inženýrská,1068,1068,1066,1066,899,898,733,733
2013,21450,Fakulta architektury,642,582,600,553,289,285,271,271
2013,21460,Fakulta biomedicínského inženýrství,1007,712,916,667,587,557,561,542
2013,21900,celoškolská pracoviště,822,741,730,655,473,410,298,298
2013,22000,Vysoká škola chemicko-technologická v Praze,3057,3057,2301,2301,2397,1924,1289,1284
2013,22310,Fakulta chemické technologie,1043,1043,932,932,820,741,406,406
2013,22320,Fakulta technologie ochrany prostředí,290,290,266,266,249,231,152,152
